customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST_1018,21.0,Male,South,Post-Graduate,Salaried,1013809.942226804,361115.43154627015,Home,569.7510387168018,1,60,35.88890613452831,2023-01-18,0
CUST_1019,43.0,Male,South,Post-Graduate,Salaried,551807.664040918,494888.1815408057,Other,,2,68,24.96337298317251,2018-03-15,0
CUST_1020,63.0,Male,South,Post-Graduate,Salaried,1907545.961525044,163767.73450865928,Business,672.9383871267033,1,56,76.85470040380525,2022-07-19,0
CUST_1021,49.0,Female,West,Post-Graduate,Unemployed,470437.1135146974,531462.8146322393,Home,,3,74,36.56621044012139,2018-09-11,1
CUST_1022,57.0,Male,North,Graduate,Salaried,2271042.688225587,144743.88211190322,Home,627.725369388892,3,40,87.72754700642376,2020-03-30,0
CUST_1023,21.0,Male,South,Graduate,Self-Employed,751189.6858173445,715283.3904337431,Other,692.6580449244514,2,86,81.45377480962564,2020-09-12,0
CUST_1024,40.0,Female,South,Primary,Salaried,703478.8547467605,68706.0483624723,Education,717.9708001407894,0,46,82.04942800828668,2018-11-28,0
CUST_1025,52.0,Male,South,Graduate,Salaried,290733.8978533174,282322.72893199767,Car,564.4622667768192,1,64,75.58342671474523,2021-11-22,0
CUST_1026,31.0,Female,East,Secondary,Salaried,1268229.3120440277,186170.23364623066,Education,679.145561650236,0,39,84.87492102085261,2020-04-15,0
CUST_1027,41.0,Male,East,Secondary,Salaried,,148089.8627525026,Other,770.9612800004578,0,28,78.48848583514021,2022-08-19,0
CUST_1028,63.0,Male,West,Graduate,Self-Employed,288507.8722413422,250321.73348106554,Car,640.7286350911094,0,42,61.21346590385194,2019-03-31,0
CUST_1029,44.0,Female,North,Graduate,Salaried,206343.8345614678,293382.6285270249,Education,563.6128676969184,4,83,35.14493107945837,2023-04-14,1
CUST_1030,46.0,Female,West,Primary,Self-Employed,610212.7208569378,50874.56329834928,Car,559.9126472938227,0,25,85.49778142320267,2021-02-12,0
CUST_1031,61.0,Female,North,Secondary,Self-Employed,574752.5573292515,86533.06447424181,Home,637.1410046950509,0,81,81.45130793572132,2018-11-09,0
CUST_1032,47.0,Female,East,Graduate,Unemployed,835329.922373547,299686.70625373325,Education,732.8677843894095,0,43,50.19474238789633,2020-10-14,0
CUST_1033,,Female,East,Primary,Salaried,1304811.802867714,269553.77703349444,Car,646.7395320122703,2,42,13.321688310166191,2018-08-16,0
CUST_1034,34.0,Male,East,Post-Graduate,Salaried,241368.40009027475,726558.5882081082,Car,665.1385583924742,1,64,64.27621682916265,2020-05-07,1
CUST_1035,66.0,Male,West,Graduate,,857445.6468802963,336289.9715513481,Car,570.2926654260957,1,77,14.300732562509447,2021-06-22,0
CUST_1036,63.0,Female,South,Graduate,Unemployed,303765.49707763456,652261.4176753758,Education,728.6494106381238,2,120,88.73379675711462,2020-10-14,1
CUST_1037,22.0,,South,Graduate,Unemployed,,292495.4405754175,Business,558.3473143067716,1,32,91.7386568131511,2020-08-07,0
CUST_1038,56.0,Other,East,Post-Graduate,Salaried,1054804.6073055023,120779.24980065296,Education,609.6402812582694,4,27,26.10666240146636,2019-03-03,0
CUST_1039,26.0,Male,South,Secondary,,589127.9171495503,72267.87564240718,Other,700.3931889637036,5,49,67.49309713466735,2023-09-21,0
CUST_1040,,Male,South,Graduate,Salaried,819355.9716560313,354490.5152228961,Education,486.8454801344054,1,84,17.842865387834834,2019-04-10,0
CUST_1041,28.0,Female,West,Graduate,Self-Employed,388694.0753056982,256648.759490405,Car,663.9168919748566,3,39,72.00893892871538,2022-07-04,1
CUST_1042,58.0,Male,North,Secondary,Salaried,518542.1433947308,59877.1308903084,Home,566.8741146886575,1,69,39.51945162297734,2018-10-05,0
CUST_1043,37.0,Female,East,Post-Graduate,Self-Employed,,139273.19174155142,Education,651.3239519127291,1,38,67.88925949708785,2018-01-19,0
CUST_1044,23.0,Female,East,Graduate,Salaried,507413.15921204124,678382.1025088229,Education,621.8355513830451,1,51,41.69450328218512,2018-03-07,0
CUST_1045,44.0,Male,West,Graduate,Self-Employed,421426.39809327817,188789.9587976701,Car,818.466786027879,2,58,22.373238335825036,2018-06-16,0
CUST_1046,33.0,Female,West,Post-Graduate,Self-Employed,540819.2770424322,163383.67501450982,Home,618.5503048640074,0,38,44.51934834271742,2022-05-28,0
CUST_1047,28.0,Female,South,Post-Graduate,Self-Employed,1080855.497633712,172387.0394099998,Home,797.4121098306674,0,28,19.577249763957152,2019-02-07,0
CUST_1048,45.0,Male,East,Graduate,Salaried,,96861.81185051915,Other,696.9561832946699,1,17,59.03507837304039,2019-02-13,1
CUST_1049,21.0,Female,North,Post-Graduate,Salaried,295435.9594706478,141997.09051183402,Education,585.8832823416217,0,33,13.48088023270578,2023-11-30,0
CUST_1050,39.0,Male,West,Graduate,Salaried,822421.7408676418,142347.81689040747,Home,676.4648740207806,4,67,54.82217276598807,2019-08-20,0
CUST_1051,47.0,Female,North,Graduate,Salaried,1074287.386642449,60755.068147219565,Home,625.647220292975,2,71,85.34133500312097,2020-11-28,0
CUST_1052,66.0,Male,North,Graduate,Salaried,253034.5380490442,341831.19432261,Business,669.3725992592987,1,117,81.21922796014583,2023-11-23,0
CUST_1053,26.0,Female,East,Graduate,Unemployed,337135.60915406764,157743.68453275395,Business,592.8887210053387,2,50,85.03644446825223,2018-11-20,0
CUST_1054,63.0,Male,East,Secondary,Salaried,,395396.56795657956,Home,785.2142106676766,0,24,88.37414818080411,2023-06-06,0
CUST_1055,27.0,Male,West,Post-Graduate,Salaried,413810.4307780281,429888.53754777147,Other,724.031847263738,0,53,18.88487046943401,2021-12-08,0
CUST_1056,66.0,Female,East,Post-Graduate,Salaried,499237.6739601061,585899.5732248749,Home,652.5425254529273,0,32,20.94351224443561,2019-03-05,0
CUST_1057,54.0,Male,East,Primary,Salaried,890805.3472419113,264211.1846942619,Car,788.3291814455627,1,80,57.34557853661593,2020-12-20,0
CUST_1058,,Male,East,Post-Graduate,Self-Employed,726553.1627677508,177838.57155214864,Education,655.9423395266278,1,28,85.98767681607649,2022-06-24,0
CUST_1059,36.0,,North,Secondary,Salaried,685015.3076744655,474314.107860472,Other,737.8099971888931,0,27,92.81970380454261,2021-10-09,0
CUST_1060,55.0,Female,West,Secondary,Unemployed,,98603.10939325945,Car,653.0640470017939,1,59,13.932262973899997,2019-01-28,1
CUST_1061,59.0,Female,South,Graduate,Salaried,1120834.9225171541,276524.755676689,Other,681.5110075848463,2,41,40.24079715705611,2022-03-21,0
CUST_1062,23.0,Female,North,Secondary,Unemployed,518654.92202196305,237172.25956861803,Car,643.4848975245776,0,39,28.096011646099445,2019-03-22,0
CUST_1063,21.0,Male,East,Post-Graduate,Self-Employed,2134121.2082974454,119997.0390780318,Education,657.624108309915,1,32,74.25709715915609,2021-04-18,0
CUST_1064,25.0,Male,North,Post-Graduate,Salaried,702755.1885048863,79375.64849613751,Education,663.6425488310399,0,38,64.41647882564772,2020-10-20,0
CUST_1065,61.0,Male,East,Graduate,Unemployed,267488.9285905126,260903.63271708568,Business,596.4214534009285,0,73,20.190482676126862,2018-12-08,0
CUST_1066,23.0,Female,East,Primary,Salaried,763779.9722553777,318338.7507570942,Car,617.914506646153,0,50,51.09937572602258,2018-05-13,0
CUST_1067,48.0,Female,North,Secondary,Self-Employed,396598.3484598051,125850.53813203535,Business,632.6595986811062,2,48,68.26244440155978,2023-02-03,0
CUST_1068,37.0,Female,West,Graduate,Salaried,779702.4320124432,257033.21253609963,Car,668.3768813441837,0,23,76.2154584835432,2018-09-22,0
CUST_1069,45.0,Female,East,Post-Graduate,Self-Employed,236092.45253477216,150548.6441162735,Business,647.5536784397226,0,53,11.704480331640724,2018-04-03,0
CUST_1070,,Male,West,Graduate,Self-Employed,296114.09522956074,299798.8341665501,Education,743.8426027060566,3,41,85.68991378863063,2022-08-13,1
CUST_1071,53.0,Male,South,Secondary,Self-Employed,1168059.525509065,94432.6251412142,Other,,2,17,58.38891755079458,2021-12-05,0
CUST_1072,29.0,Male,East,Graduate,,328854.27165339247,491846.2790545983,Business,634.2937955179702,1,64,79.0122747715919,2023-12-26,0
CUST_1073,55.0,,West,Graduate,Salaried,,117769.69854692376,Car,760.5427117961551,0,32,78.67473255121409,2021-05-16,0
CUST_1074,33.0,Male,West,Graduate,Salaried,363749.56968937366,141705.4630376678,Car,799.8416498860365,1,26,26.13747612303238,2020-09-28,1
CUST_1075,50.0,Female,South,Secondary,Salaried,714844.3838751174,61969.52456874122,Education,486.49389640623065,2,49,19.364630221558812,2022-07-19,1
CUST_1076,67.0,Male,West,Graduate,Salaried,792331.1842148193,73646.87527134227,Car,724.5832068053023,0,59,71.30941786277526,2022-05-16,0
CUST_1077,34.0,Male,West,Graduate,,559391.2406442747,195077.0175976812,Home,594.5612642134801,1,65,23.29628809983762,2018-09-23,0
CUST_1078,27.0,Male,South,Post-Graduate,Salaried,382145.2750944911,112283.69344514492,Other,714.059841705864,2,36,82.24468676940151,2019-10-08,1
CUST_1079,33.0,Female,East,Secondary,Unemployed,319537.6300823429,410944.9015494012,Business,749.0590352517146,2,47,71.72610612827893,2021-02-10,0
CUST_1080,42.0,Female,West,Graduate,Self-Employed,216876.30960528034,52960.48113888834,Other,,2,61,81.55515597104731,2021-11-02,0
CUST_1081,59.0,Male,West,Post-Graduate,Self-Employed,381164.3059506046,145315.13113094145,Education,501.81383207873915,1,52,35.416077766794416,2019-03-30,1
CUST_1082,40.0,Male,West,Secondary,Salaried,729449.87304611,132300.3222683286,Business,716.8347270572692,2,98,36.91083513489836,2023-03-30,0
CUST_1083,35.0,Female,North,Post-Graduate,Self-Employed,1592774.722954687,53903.37033397542,Business,660.8321985986889,1,58,67.053832289437,2022-01-03,0
CUST_1084,64.0,Male,South,Graduate,Unemployed,,76561.96466091774,Home,516.5248996877897,0,46,12.672906180010541,2021-04-25,0
CUST_1085,,Female,North,Primary,Salaried,926355.512373689,156765.18109514908,Education,850.0,1,45,71.75222343868093,2020-04-10,0
CUST_1086,66.0,Female,South,Secondary,Self-Employed,976640.6717068506,185795.44384679841,Car,699.9535529805241,1,60,81.0415610226411,2021-10-22,0
CUST_1087,43.0,Male,East,Graduate,Self-Employed,746789.8419608366,153600.17664794438,Home,703.6080032100122,0,66,45.28890486134884,2021-01-17,0
CUST_1088,,Male,East,Primary,Salaried,350746.40664863505,201403.9275026645,Home,759.2654202049639,0,34,75.01470055751984,2023-05-24,0
CUST_1089,,Other,West,Graduate,Salaried,1388627.5460975452,230838.67759270334,Other,603.5340837722798,0,57,24.841927943492266,2023-12-20,0
CUST_1090,64.0,Male,South,Secondary,Salaried,755442.1087100344,51994.67809163054,Other,660.4363289670941,3,31,37.3921334746562,2020-05-21,0
CUST_1091,60.0,,East,Graduate,Salaried,610991.2439431902,174759.73399332378,Other,544.454246897619,0,76,92.81592186439057,2019-09-27,0
CUST_1092,48.0,Female,South,Primary,Salaried,2070584.7915370585,712084.4442019276,Home,601.3641242171852,1,31,93.83789475261074,2021-10-31,0
CUST_1093,34.0,,East,Post-Graduate,Salaried,496248.8616919686,196391.0243169651,Car,680.852800037539,0,33,53.57142950683498,2019-11-22,0
CUST_1094,64.0,Other,North,Post-Graduate,Salaried,508424.9124014978,276356.6426447793,Business,516.7772266294038,1,40,89.41293227442954,2023-02-09,0
CUST_1095,20.0,Female,East,Post-Graduate,,1199626.5959284822,124753.71593797607,Other,599.0968363457536,0,41,54.43210763483264,2020-11-23,0
CUST_1096,44.0,Male,North,Graduate,Unemployed,595543.4494928822,347436.42613419954,Car,575.7652832049823,2,37,34.78499089369837,2023-05-10,0
CUST_1097,26.0,Male,East,Secondary,Salaried,439341.02822378924,346491.885297936,Education,661.3673796496277,0,58,32.68643948839561,2019-08-05,0
CUST_1098,28.0,Female,West,Graduate,Unemployed,2081808.5801761695,197334.58524055133,Other,695.9761009332279,0,76,89.00798495629265,2021-10-21,0
CUST_1099,,Female,North,Primary,Salaried,258671.89981337925,796055.5169071689,Business,709.3722243501165,1,37,24.657943062778024,2020-02-23,0
CUST_1100,20.0,Male,East,Primary,Salaried,474565.3493256675,76832.08145687498,Education,729.9053315822521,1,53,59.268758947154545,2018-06-30,0
CUST_1101,63.0,Female,West,Secondary,Salaried,221466.6291534407,53418.58401169344,Education,759.7693477257897,1,37,57.21963078533117,2018-01-19,0
CUST_1102,27.0,Male,North,Graduate,Salaried,873352.4748315729,344072.81679195655,Business,698.5796362946725,3,26,72.86784319550458,2021-06-03,0
CUST_1103,43.0,Male,West,Graduate,Salaried,1450985.015581939,379174.26161318924,Other,800.9868719115532,2,30,52.435647139605855,2022-06-05,0
CUST_1104,30.0,Male,South,Graduate,Self-Employed,,75613.77737569413,Home,659.5602017011746,1,48,33.14428116019141,2021-05-30,1
CUST_1105,36.0,Male,South,Graduate,Salaried,1177168.6477564147,111735.61286960696,Business,636.1343076599562,0,34,24.398702468684178,2022-06-27,0
CUST_1106,27.0,Male,North,Secondary,Self-Employed,372809.7339591497,53541.646541293,Business,698.5845890688032,1,26,62.7695982980008,2018-02-23,0
CUST_1107,54.0,Male,East,Post-Graduate,Self-Employed,1408269.8923069853,119432.24317033132,Business,632.6871060005928,1,54,71.11421433252482,2021-11-27,0
CUST_1108,54.0,Male,North,Graduate,,901134.4458060848,346686.0904256224,Education,798.205178302004,3,9,58.409308687972775,2019-03-19,0
CUST_1109,52.0,Female,West,Graduate,Salaried,1017138.8835882193,195945.855114414,Car,740.4786778508169,0,48,72.75985855530155,2019-08-03,0
CUST_1110,24.0,Female,East,Secondary,Self-Employed,209085.32320708223,135571.46861866832,Home,710.0222515359611,1,59,22.029302208246612,2018-10-09,0
CUST_1111,61.0,Female,South,Graduate,Salaried,,142960.01263187308,Other,660.513547523308,0,49,85.00996657016651,2020-04-02,0
CUST_1112,58.0,Female,East,Graduate,Salaried,848539.5260823416,50270.90853886956,Other,617.401826286811,1,29,59.50361821472276,2022-07-28,0
CUST_1113,60.0,Male,South,Secondary,Unemployed,381742.6806988615,121278.0047822414,Car,706.1060003654208,1,68,20.781733785870756,2019-10-03,0
CUST_1114,47.0,Male,East,Primary,Salaried,1084201.185802454,257951.01731210347,Business,559.8322038522433,0,49,49.26364235748748,2020-10-28,0
CUST_1115,26.0,Female,East,Graduate,Self-Employed,365309.53880365955,781433.090857036,Home,772.7490826752817,0,38,81.80729771860247,2023-07-10,0
CUST_1116,28.0,Male,East,Graduate,,1230815.8987072082,425542.99972493824,Other,635.7890635691701,4,47,86.29278644351861,2019-07-17,0
CUST_1117,27.0,Female,West,Secondary,,259718.67124054712,54775.5566831033,Other,674.4085386592583,1,75,32.49520792489473,2018-12-07,0
CUST_1118,31.0,,West,Post-Graduate,Salaried,808167.7500220933,507658.7498444518,Business,577.2319139045369,1,33,70.45759510038852,2019-04-17,0
CUST_1119,53.0,Female,North,Secondary,Salaried,589024.1854836277,355754.5381420305,Car,707.8389010495378,4,27,18.49874603612102,2022-09-07,1
CUST_1120,52.0,Male,North,Graduate,Salaried,250758.66076325477,353167.7696697999,Home,613.7006709729337,1,60,12.851399070033414,2018-08-23,0
CUST_1121,67.0,Female,South,Post-Graduate,,338465.91744415066,172496.2905712892,Car,701.9383032244078,0,62,57.633911074695135,2021-01-11,0
CUST_1122,42.0,Female,West,Graduate,Self-Employed,206240.804237514,151501.32519903913,Car,710.5914775181911,2,31,69.0603442428907,2021-01-21,0
CUST_1123,,Other,South,Graduate,Salaried,516278.188330141,122169.7939964626,Home,,1,56,77.64187215000267,2023-03-24,0
CUST_1124,56.0,Male,North,Secondary,Salaried,379242.04741859727,63590.43812685418,Home,560.1176703268804,0,49,38.918380268703444,2021-11-18,0
CUST_1125,54.0,Female,South,Secondary,Unemployed,656096.425207786,101815.1300866055,Other,772.5519933235636,1,46,10.554659886455394,2020-04-03,0
CUST_1126,63.0,Female,North,Post-Graduate,,376368.35997261835,106632.76170018666,Other,634.6160772776734,0,47,50.75913515446507,2021-07-15,0
CUST_1127,59.0,Female,West,Graduate,Self-Employed,378279.6978123371,182359.5769118734,Home,667.9879052836511,1,56,11.347551356753193,2019-09-24,0
CUST_1128,41.0,Female,East,Post-Graduate,Salaried,879715.6114135131,325224.77652134316,Education,688.8371619717393,1,39,17.818683407017993,2019-06-13,0
CUST_1129,46.0,Female,West,Secondary,Self-Employed,224670.1466199777,178418.517723131,Other,549.7039896081424,1,25,37.76856691519861,2023-06-04,0
CUST_1130,54.0,Male,South,Secondary,,1365981.1810955894,61916.97801249682,Education,687.013290945591,1,35,47.159624212615064,2023-12-10,0
CUST_1131,,Female,South,Primary,Salaried,1156163.7658070382,683018.6808793513,Home,657.930122892371,3,52,33.75490250452013,2023-08-20,1
CUST_1132,54.0,,West,Graduate,Salaried,751016.089756706,621975.8324704088,Other,598.5175441836487,1,55,59.458547652900165,2021-09-01,0
CUST_1133,56.0,Female,West,Secondary,Self-Employed,649743.3200381701,357599.84714558354,Car,557.4771212129816,0,27,14.70473208353809,2021-07-20,0
CUST_1134,66.0,Male,North,Post-Graduate,Salaried,1314214.445221528,999528.8966719887,Home,698.4708438365816,1,41,22.2892753703647,2021-08-22,0
CUST_1135,33.0,Male,South,Graduate,Salaried,302486.1880419944,207264.15532925795,Business,740.2169606555904,1,52,69.09696406421185,2021-05-18,0
CUST_1136,,Female,South,Post-Graduate,Salaried,241130.8801620512,708119.21595658,Education,664.2872413914242,1,42,22.081972555823008,2023-06-05,1
CUST_1137,20.0,,West,Secondary,Salaried,336896.27001715946,65723.17068983396,Home,535.242772652025,1,33,64.3808921334859,2022-10-20,1
CUST_1138,24.0,Male,East,Post-Graduate,Self-Employed,991345.117931367,141040.57992925536,Home,565.4133746260216,2,38,14.648192764036072,2023-05-03,0
CUST_1139,45.0,Female,South,Graduate,Self-Employed,,101076.86587971821,Other,615.4301032540757,3,56,44.62749372512693,2023-10-29,1
CUST_1140,33.0,Male,East,Graduate,Self-Employed,,93589.68491046164,Other,775.16957929286,2,76,25.0798049603005,2020-06-20,0
CUST_1141,58.0,Male,West,Post-Graduate,Salaried,2894944.054430042,80351.397474217,Other,630.2599470320899,0,42,19.319084015490844,2020-06-09,0
CUST_1142,46.0,Male,West,Graduate,Salaried,1167916.8719178843,244791.1944783962,Business,612.514486176144,0,78,58.19778659760434,2022-04-20,0
CUST_1143,28.0,Male,North,Graduate,Salaried,568492.786004409,354030.858224632,Other,516.1212160259108,1,38,88.90854062047785,2022-12-30,0
CUST_1144,34.0,Female,South,Secondary,Salaried,232878.11607626575,222691.46453916535,Home,597.4652167911911,1,44,14.65689907350165,2023-08-28,1
CUST_1145,34.0,Male,East,Primary,Salaried,,81790.40313356504,Other,551.3650916807336,1,34,45.832111098532906,2021-04-03,0
CUST_1146,45.0,Other,North,Post-Graduate,Self-Employed,656870.1287718527,383332.66916293086,Car,569.745613526176,0,19,70.14051220836271,2022-03-29,0
CUST_1147,61.0,Other,South,Graduate,Salaried,261045.96365140865,252095.3976434794,Other,659.5960544126993,3,58,49.3284656934653,2018-07-21,1
CUST_1148,32.0,Female,North,Graduate,Salaried,249279.23153723075,889552.553733337,Business,617.9068635511059,2,45,78.55215541894584,2020-01-11,0
CUST_1149,51.0,Female,West,Graduate,Salaried,1401903.8653921694,274251.5314134136,Car,785.9595562137076,0,32,25.269851848451193,2021-10-01,0
CUST_1150,58.0,Male,South,Secondary,Salaried,,110195.33891974343,Home,736.2402698165981,3,60,91.56550742735794,2021-10-21,1
CUST_1151,51.0,Female,North,Secondary,Salaried,1083885.1597612025,134682.7068987926,Home,601.2892849751729,2,43,42.73882336066595,2023-06-24,0
CUST_1152,23.0,Female,North,Graduate,Unemployed,,548957.0803925409,Education,576.6545726607588,0,51,39.033418800263384,2022-01-11,0
CUST_1153,49.0,Male,East,Graduate,Self-Employed,624050.16853246,118640.2265780928,Car,760.6113548531355,1,34,84.3414925327691,2022-03-17,0
CUST_1154,56.0,,North,Secondary,Unemployed,564331.5881557893,176971.22742597884,Education,782.8033991586786,1,102,57.92869771080016,2018-11-15,0
CUST_1155,42.0,Female,South,Graduate,Salaried,481434.52104728715,491711.7608523501,Car,474.46014051635746,3,73,53.89776906173983,2020-11-23,1
CUST_1156,58.0,,South,Primary,Salaried,390591.11005669157,296009.53036874643,Car,657.4286099177361,0,49,71.79312315991663,2023-03-10,0
CUST_1157,64.0,Female,East,Graduate,Salaried,485107.34494156693,62844.40249481455,Business,629.8497353682618,1,33,59.28591025389268,2019-12-25,0
CUST_1158,34.0,Female,South,Secondary,Salaried,943343.962333363,81870.21268093114,Education,701.9296112047949,1,28,23.813829804354803,2022-08-28,0
CUST_1159,62.0,Male,West,Graduate,Self-Employed,660555.4539085552,51574.49954479472,Business,805.4134499329203,0,55,67.30679794351903,2019-02-17,0
CUST_1160,48.0,Female,South,Secondary,Salaried,1315240.552814668,249349.3413602983,Car,611.2754384537761,1,60,21.34485473898092,2021-06-29,0
CUST_1161,55.0,Female,South,Graduate,Salaried,492936.261960972,168723.15740204675,Home,485.1441188268869,1,23,78.49790495339526,2019-02-05,1
CUST_1162,32.0,Male,North,Primary,Salaried,667086.8143826444,78837.5601180207,Car,696.3206160119411,1,46,94.12761080554303,2023-01-14,0
CUST_1163,,Male,North,Primary,Salaried,698896.2298454633,683703.6686630445,Business,761.1971254883362,2,32,42.077948122855986,2019-12-25,0
CUST_1164,26.0,Male,South,Secondary,Self-Employed,647873.0653297565,200859.77092569254,Education,625.6992174784181,1,46,47.80425134717107,2021-02-09,0
CUST_1165,41.0,Female,East,Graduate,Salaried,806395.4062764889,105386.22606184095,Education,593.5970015888271,1,63,13.946860716039046,2020-01-21,1
CUST_1166,47.0,Other,North,Graduate,Salaried,335532.7598583064,188871.0104105031,Business,615.019247569784,1,58,11.167320987019155,2018-09-25,0
CUST_1167,21.0,,East,Secondary,Salaried,559092.7984512069,277649.70525465126,Education,,1,40,88.32064346448784,2021-09-02,0
CUST_1168,61.0,Female,South,Graduate,Salaried,,65860.42695401017,Other,613.6431246972015,1,60,20.933045137331327,2019-07-24,1
CUST_1169,64.0,Male,South,Post-Graduate,Self-Employed,442669.3687495298,114235.03531701857,Home,676.3008240274277,1,59,47.89119354255498,2023-05-28,0
CUST_1170,25.0,Female,West,Graduate,Self-Employed,,378977.2604701704,Home,652.2242332591952,0,59,79.30514302772272,2019-06-30,0
CUST_1171,47.0,Female,North,Primary,Unemployed,728098.7154596441,173113.14431146946,Home,643.9696310061787,1,41,85.59209459390716,2018-12-31,0
CUST_1172,47.0,Female,South,Graduate,Self-Employed,1703205.0656159713,208186.02552116071,Education,706.1033861401786,0,111,54.14880324909475,2019-07-01,0
CUST_1173,63.0,Male,West,Secondary,Salaried,658959.8621665501,163414.30336046225,Education,611.7136080108644,1,49,58.027764622955736,2018-09-28,0
CUST_1174,63.0,Male,North,Secondary,Self-Employed,880496.4131782961,58978.5417800314,Car,615.5530751854177,0,74,66.92313765937817,2020-01-09,0
CUST_1175,39.0,Male,South,Post-Graduate,Salaried,552879.2444278386,86244.37948503872,Car,713.8082279999803,1,50,91.7175099622158,2021-06-11,0
CUST_1176,49.0,Male,South,Secondary,Salaried,702703.1123587007,167952.71348445522,Home,571.0459740665078,0,50,61.226946680282936,2018-02-28,0
CUST_1177,30.0,Female,North,Graduate,Self-Employed,236786.78924806503,96938.3616498048,Other,579.5823847342139,0,49,57.55539705378943,2021-06-28,0
CUST_1178,47.0,Female,North,Graduate,Salaried,346777.36194256955,60254.24390722537,Car,549.1748566925125,1,39,11.235401497609207,2023-02-14,0
CUST_1179,44.0,,North,Graduate,Unemployed,424593.38035474526,421131.20927748614,Car,717.9208730621242,1,38,16.880724671900268,2018-03-27,0
CUST_1180,58.0,Other,South,Graduate,Salaried,519796.90828360437,844700.2206390479,Education,641.5810425534986,1,36,59.05958826303968,2020-02-02,0
CUST_1181,52.0,Female,South,Primary,Self-Employed,223361.7420011706,365145.3873135485,Other,544.9107883136746,3,62,89.58043296361227,2019-01-25,0
CUST_1182,20.0,Female,West,Secondary,Self-Employed,275425.45526899863,434535.3204538956,Home,718.3046849847254,0,69,83.66876461394857,2021-04-18,0
CUST_1183,46.0,Female,East,Graduate,Self-Employed,362044.62705167057,105408.34454184226,Car,605.5566270739652,1,38,93.51920845433739,2019-12-20,0
CUST_1184,32.0,Female,North,Primary,Self-Employed,1979499.4496157954,696934.8709717577,Other,580.2657536930492,0,41,54.86589319270829,2018-05-29,0
CUST_1185,60.0,Male,South,Secondary,Self-Employed,401245.024322056,93861.60936827565,Other,634.3457152898438,2,24,76.97412976721019,2019-08-06,1
CUST_1186,22.0,Male,South,Primary,Salaried,528929.6513143755,654949.0636404103,Home,768.2978887574313,2,47,81.43402817659394,2018-05-01,0
CUST_1187,58.0,Male,North,Primary,Salaried,309138.7752228215,1102562.786397859,Other,618.4030242802744,1,63,65.08269087312325,2020-02-05,1
CUST_1188,25.0,Female,East,Secondary,Salaried,671805.362569958,298766.5563369364,Other,696.0271091292468,3,43,38.79374185823312,2020-03-10,0
